"gender","fav_number","retweet_count","tweet_count","diff_prof_twt","tweets_per_day","gender_confidence","profile_yn_confidence","sidebar_color_cat","link_color_cat","score_vocab_brand","score_vocab_male","score_vocab_female","score_vocabio_brand","score_vocabio_male","score_vocabio_female"
"female",3348,0,2922,79.9758928571429,2,1,1,"cyan","cyan",0,0,0,0,0,0
"female",8,0,168,4.16051587301587,0,1,1,"cyan","cyan",0,0,4.29883138564274,0,0,0
"brand",0,0,38983,261.694543650794,14,1,1,"cyan","cyan",1.21757543673902,0,0,0,10.3722291928064,11.0768043226553
"male",37540,0,144710,338.135416666667,43,1,1,"indeterminado","blue",0,0,0,0,0,0
"male",963,0,4259,218.390178571429,2,0.6741,1,"cyan","red",0,0,0,0,0,0
"brand",0,0,20768,21.1770833333333,18,0.6866,1,"indeterminado","green",0,0,0,0,0,0
"brand",107,0,57,40.6032738095238,0,0.6631,1,"cyan","cyan",3.17628374801482,8.76258140911782,4.29883138564274,0,0,0
"brand",0,0,179333,112.430555555556,102,0.6686,1,"red","red",0,0,0,0,0,0
"male",117604,1,2121,209.51369047619,1,1,1,"red","indeterminado",1.57049585318511,11.4860864416815,10.2253756260434,0,0,0
"female",135,0,84,60.8508928571429,0,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",539,0,2371,7.21934523809524,2,1,1,"cyan","cyan",0,0,0,0,0,0
"male",8,0,6,2.36289682539683,0,0.3567,1,"cyan","cyan",0,0,0,0,0,0
"brand",2341,1,77353,350.122718253968,23,1,1,"red","cyan",0,0,0,4.2896497441952,4.18235048097031,0
"brand",0,0,39695,90.16875,25,0.6787,1,"cyan","cyan",121.298747132522,0,0,15.8205430932704,0,0
"brand",0,0,36756,71.291369047619,25,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",0,0,196,3.66934523809524,0,0.6742,1,"cyan","cyan",0,0,0,0,0,0
"male",3622,0,30288,190.754365079365,13,1,1,"indeterminado","indeterminado",0,0,0,0,0,0
"brand",40107,0,22886,112.9375,13,0.6456,1,"red","cyan",0,0,0,0,0,0
"male",65,0,165,2.10873015873016,0,1,1,"cyan","cyan",0,0,0,0,0,0
"male",1767,0,2959,38.264880952381,2,1,1,"cyan","cyan",0,0,0,0,0,0
"female",1676,0,1919,260.336408730159,1,1,1,"red","cyan",0,7.46003552397869,0,0,0,0
"male",11913,0,38763,157.970734126984,19,1,1,"indeterminado","cyan",0,4.32208407341622,0,0,0,0
"brand",0,0,42938,80.8987103174603,28,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",0,0,84306,61.8009920634921,60,0.6691,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",408,0,530,18.9661706349206,0,1,1,"cyan","cyan",1.28815952002823,3.90763765541741,0,0,0,0
"brand",9,0,94635,38.2763888888889,76,1,1,"indeterminado","green",0,0,0,0,0,0
"male",3279,0,12831,126.566468253968,7,0.6603,1,"cyan","cyan",0,0,0,0,0,0
"female",1350,0,21723,335.551190476191,7,0.6686,1,"red","blue",0,0,0,0,0,0
"brand",2985,0,5032,193.278968253968,2,0.6457,1,"red","yellow",0,0,4.29883138564274,0,25.3032204098704,26.3990737167117
"brand",3709,0,27736,325.615277777778,9,0.658,1,"cyan","cyan",0,0,0,0,0,0
"male",5,0,6,0.111805555555556,0,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,40026,76.7469246031746,26,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"male",4057,0,30855,248.948313492064,11,0.6621,1,"indeterminado","green",0,4.14446417998816,3.75626043405676,0,0,0
"brand",1191,0,9536,343.609027777778,3,1,1,"red","red",1.34109758249515,6.69034931912374,0,0,0,0
"female",2320,0,4231,182.437400793651,2,1,1,"indeterminado","violet",0,0,0,0,0,0
"male",544,0,10182,171.575297619048,5,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",128,15,20980,412.814484126984,5,1,1,"red","blue",0,0,0,0,4.55876202425763,4.245465071401
"female",678,0,81876,107.17996031746,47,1,1,"cyan","cyan",0,0,0,0,0,0
"female",131,0,18525,203.19246031746,8,1,1,"red","cyan",0,0,0,9.8780007870917,21.3718109577583,22.5009648784253
"male",8,0,528,23.7280753968254,0,1,1,"cyan","cyan",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"female",5401,0,36779,184.328273809524,16,1,1,"indeterminado","red",0,0,0,0,0,0
"male",18,0,777,218.402777777778,0,1,1,"red","red",0,0,0,0,0,0
"female",226,0,3522,246.615476190476,1,1,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"female",0,0,8801,26.7159722222222,8,1,1,"cyan","cyan",0,0,0,14.7579693034238,31.4930991217064,44.6159783867233
"male",332,0,37192,345.427083333333,11,0.6815,1,"indeterminado","red",1.57049585318511,11.4860864416815,10.2253756260434,0,0,0
"brand",1232,0,6658,325.68253968254,2,1,1,"red","indeterminado",0,0,0,0,0,0
"female",0,0,595187,38.712996031746,476,1,1,"cyan","cyan",0,0,0,0,0,0
"female",13642,0,203546,166.580853174603,95,0.6685,1,"indeterminado","red",0,0,0,0,0,0
"brand",5236,0,18770,74.5925595238095,13,1,1,"indeterminado","blue",0,0,0,5.47028728846911,0,0
"male",34,0,174,1.03105158730159,0,1,1,"cyan","cyan",0,0,0,0,8.07193642827269,0
"male",537,0,2104,201.734623015873,1,1,1,"indeterminado","cyan",0,0,0,0,0,0
"brand",0,0,59772,177.727976190476,27,0.6585,1,"cyan","indeterminado",0,4.02605091770278,0,0,0,0
"female",668,0,2278,297.006448412698,1,0.6499,1,"cyan","cyan",0,0,0,0,0,0
"male",909,0,21834,345.290277777778,6,1,1,"red","indeterminado",0,3.73001776198934,0,0,0,0
"brand",4357,1,6928,79.3259920634921,5,1,1,"red","cyan",0,0,0,0,0,0
"brand",0,0,405,13.668253968254,0,0.6766,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,84334,95.15,51,1,1,"cyan","cyan",121.298747132522,0,0,15.8205430932704,0,0
"female",37062,0,188450,336.876686507937,56,0.6359,1,"red","violet",2.27633668607729,11.959739490823,17.4040066777963,0,6.06440819740694,5.4033191817831
"brand",430,0,435,1.27926587301587,0,0.669,1,"indeterminado","cyan",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"brand",1,0,2372591,276.853075396825,813,0.6561,1,"red","green",1.34109758249515,10.7164002368265,0,5.47028728846911,0,0
"female",307,0,3275,237.954166666667,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",6060,0,8275,64.5344246031746,6,1,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,4.64384100747737,13.4671685487244,17.2906213817059
"male",12652,0,18542,178.17003968254,8,0.6589,1,"cyan","cyan",0,0,0,0,0,0
"female",11306,0,34218,244.695436507937,13,1,1,"red","cyan",0,0,0,0,0,0
"brand",211,0,948,302.181746031746,0,1,1,"red","red",3.14099170637021,22.9721728833629,20.4507512520868,0,0,0
"female",2,0,84215,216.543253968254,34,1,1,"red","cyan",0,0,0,6.80834317197954,11.3759933082392,4.09108452335006
"female",18918,0,6597,320.41755952381,2,1,1,"blue","cyan",0,0,0,13.9315230224321,54.0359682141364,51.8718641451177
"brand",201,0,15004,323.533432539683,5,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",391,0,891,74.7815476190476,1,1,1,"cyan","green",0,0,0,6.80834317197954,0,0
"male",16,0,277,320.783630952381,0,1,1,"cyan","cyan",0,0,0,0,0,0
"male",1409,0,3434,172.652579365079,2,1,1,"cyan","cyan",0,0,0,0,0,4.32265534542648
"female",2603,0,4113,231.082142857143,2,0.3464,0.6822,"cyan","red",0,0,6.76126878130217,4.32900432900433,9.91217063989962,17.3678116557314
"male",2720,0,15025,281.134325396825,5,0.6706,1,"cyan","cyan",0,0,0,0,17.4404015056462,9.49440370513315
"brand",3955,12,51582,386.847420634921,14,1,1,"indeterminado","blue",0,0,0,41.4403778040142,20.702634880803,14.781937475878
"brand",35,0,1347,53.8704365079365,1,1,1,"cyan","cyan",0,0,0,0,0,0
"male",1819,0,44589,327.405853174603,14,1,1,"red","red",0,0,0,9.79929161747343,4.89335006273526,4.36125048243921
"female",1082,0,5988,255.145238095238,2,1,1,"indeterminado","red",0,0,0,9.366391184573,13.9690506064408,10.6136626785025
"male",13,0,1171,311.88630952381,0,1,1,"yellow","red",0,0,0,0,0,0
"brand",374,0,1208,98.0423611111111,1,1,1,"red","red",0,0,0,33.2546241637151,0,0
"brand",0,0,178213,91.1525793650794,110,1,1,"cyan","cyan",0,0,0,0,0,0
"female",454,0,18960,338.67876984127,6,1,1,"magenta","magenta",0,0,0,0,10.3722291928064,11.0768043226553
"male",267,0,1404,93.4074404761905,1,1,1,"indeterminado","red",1.28815952002823,3.90763765541741,0,0,10.3722291928064,11.0768043226553
"female",463,0,536,6.14087301587302,1,1,1,"cyan","cyan",0,0,0,11.9244391971665,9.91217063989962,17.3678116557314
"male",392,0,1557,153.953075396825,1,1,1,"cyan","cyan",1.34109758249515,6.69034931912374,0,4.64384100747737,18.025930572982,21.5360864531069
"brand",0,0,31309,29.6611111111111,26,0.6812,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",34495,0,16638,76.7351190476191,11,1,1,"indeterminado","red",0,0,4.29883138564274,9.79929161747343,15.2655792555416,15.4380548050946
"female",3347,0,15682,179.23373015873,7,1,1,"indeterminado","cyan",0,0,5.30050083472454,0,4.47511501463823,10.9224237746044
"brand",7,0,45319,110.679464285714,26,0.6675,1,"cyan","cyan",0,0,0,0,0,0
"male",3249,0,3676,243.571428571429,1,1,1,"cyan","cyan",0,0,3.38063439065109,0,4.55876202425763,4.245465071401
"female",2875,0,39440,255.114682539683,14,1,1,"green","cyan",0,0,0,0,0,0
"female",18751,0,10271,138.628571428571,5,1,1,"indeterminado","cyan",0,0,0,0,0,0
"male",2248,0,21815,423.344146825397,6,1,1,"red","red",1.28815952002823,3.90763765541741,0,0,0,0
"male",4367,0,59550,342.761805555556,18,0.6708,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"male",42617,0,42457,230.679861111111,16,1,1,"yellow","magenta",0,0,0,0,0,0
"female",9439,0,87371,150.401091269841,43,1,1,"red","indeterminado",0,0,0,12.987012987013,29.7365119196989,52.1034349671941
"brand",10,0,281,11.7493055555556,0,1,1,"cyan","cyan",0,0,0,6.80834317197954,0,0
"brand",1,0,6676,30.7452380952381,6,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",431,0,18286,263.107738095238,6,0.344,1,"red","indeterminado",2.27633668607729,11.959739490823,17.4040066777963,0,0,3.58934774218449
"brand",0,0,114,0.213789682539683,0,1,1,"indeterminado","green",0,0,0,0,0,0
"brand",96090,0,22021,169.300396825397,10,0.6694,1,"cyan","indeterminado",0,0,0,0,3.88958594730238,7.17869548436897
"male",44,3,143743,305.564186507937,46,0.6876,1,"indeterminado","red",0,0,0,0,0,0
"brand",0,0,36533,67.853373015873,25,0.6638,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",2792,0,12643,122.947420634921,7,0.679,1,"indeterminado","cyan",0,0,0,0,6.8172312839816,0
"female",2317,0,9166,72.1302579365079,6,1,1,"cyan","blue",0,0,0,0,0,0
"male",1427,0,1529,248.406349206349,1,1,1,"cyan","cyan",0,5.09177027827117,0,0,0,0
"male",831,0,731,211.659623015873,0,0.6906,1,"cyan","cyan",1.34109758249515,6.69034931912374,0,0,0,0
"male",3,0,8,159.286706349206,0,0.6743,1,"cyan","cyan",0,0,0,0,0,0
"female",1914,0,2897,167.946726190476,1,1,1,"red","blue",0,0,0,0,0,0
"female",1334,0,14546,221.157242063492,6,1,1,"yellow","orange",0,0,0,0,4.47511501463823,10.1891161713624
"male",291,0,18395,217.52380952381,7,1,1,"red","red",0,0,0,0,0,0
"brand",9,0,10911,91.5578373015873,7,0.6575,1,"cyan","cyan",0,0,0,10.86186540732,0,0
"female",2757,0,8546,90.7511904761905,5,1,1,"cyan","cyan",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"male",986,0,50052,249.084424603175,18,1,1,"cyan","red",1.87047820716428,16.0449970396684,16.3606010016695,0,0,0
"male",29,0,92,0.101686507936508,0,1,1,"cyan","cyan",0,4.14446417998816,3.75626043405676,0,0,0
"brand",180,0,1060004,81.6676587301588,684,1,1,"red","cyan",0,0,0,0,0,0
"brand",1,0,108475,30.3416666666667,91,0.6636,1,"cyan","cyan",1.23522145756132,0,3.83973288814691,0,0,0
"brand",24,0,55,5.89712301587302,0,1,1,"indeterminado","cyan",0,0,0,0,0,0
"male",798,0,1431,328.025496031746,0,1,1,"cyan","cyan",0,0,0,0,0,0
"female",853,0,112,77.396130952381,0,1,1,"cyan","cyan",0,0,0,0,0,0
"female",7211,0,15247,114.093849206349,9,1,1,"red","violet",0,5.44701006512729,4.25709515859766,0,0,0
"female",7702,0,955,191.447718253968,0,1,1,"cyan","cyan",0,0,0,0,0,0
"female",49889,0,21556,202.317261904762,9,1,1,"indeterminado","indeterminado",0,0,0,0,0,0
"female",22068,0,20657,156.461805555556,10,1,1,"indeterminado","blue",0,10.8940201302546,8.51419031719533,0,0,0
"female",14186,0,71522,211.456448412698,29,1,1,"red","magenta",0,4.32208407341622,3.67278797996661,0,0,0
"male",711,0,748,182.451091269841,0,1,1,"cyan","cyan",2.45279689430034,12.2557726465364,13.1051752921536,0,14.930991217064,15.3222693940564
"female",5853,0,72566,331.38373015873,22,1,1,"red","violet",0,0,0,5.23415977961433,7.90464240903388,5.21034349671941
"female",1951,0,6714,222.02371031746,3,1,1,"red","cyan",0,0,0,0,0,0
"male",1940,0,125360,345.018253968254,37,1,1,"cyan","cyan",0,0,4.17362270450751,0,0,0
"female",637,0,1625,108.622420634921,1,1,1,"cyan","cyan",0,4.02605091770278,0,4.32900432900433,9.91217063989962,17.3678116557314
"male",0,0,105719,350.495634920635,31,1,1,"yellow","blue",0,0,0,0,0,0
"female",10125,0,5173,36.8196428571429,4,1,1,"cyan","cyan",0,0,0,0,0,0
"male",18107,0,2170,80.5387896825397,1,1,1,"red","cyan",0,0,5.30050083472454,0,0,0
"brand",0,0,39496,68.025496031746,27,0.6442,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"male",22094,0,33466,120.25376984127,18,1,1,"red","cyan",0,0,0,0,0,0
"male",3487,0,2509,254.121626984127,1,1,1,"cyan","red",1.87047820716428,16.0449970396684,16.3606010016695,0,0,0
"male",266,0,77237,369.524305555556,22,1,1,"red","cyan",0,0,0,0,0,0
"male",23,0,138420,192.172619047619,60,0.6708,1,"cyan","cyan",0,0,0,7.59543486816214,4.47511501463823,6.59976842917792
"female",2,0,1817,147.439583333333,1,1,1,"red","cyan",0,0,0,0,0,0
"female",1022,0,5610,195.046329365079,2,1,1,"cyan","magenta",0,0,0,0,0,0
"male",183,0,473,321.993353174603,0,1,1,"cyan","cyan",0,0,0,4.64384100747737,13.4671685487244,17.2906213817059
"brand",0,0,69952,78.9010912698413,46,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",11,0,3743,31.300496031746,3,1,1,"cyan","cyan",0,0,0,0,0,3.58934774218449
"brand",82,0,1761,81.8638888888889,1,1,1,"indeterminado","green",1.69401799894124,0,0,0,0,0
"female",2400,0,1693,207.181845238095,1,0.6561,1,"cyan","cyan",0,0,0,0,0,0
"female",21216,0,17520,223.69246031746,7,1,1,"red","red",1.87047820716428,17.2291296625222,17.195325542571,0,0,0
"male",1176,0,73882,345.858333333333,22,0.6686,1,"cyan","cyan",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"brand",2,0,2846,233.739583333333,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",2542,0,5356,83.1299603174603,3,1,1,"indeterminado","cyan",0,0,0,0,0,0
"male",21,0,5209,348.851091269841,2,0.6746,1,"indeterminado","green",0,0,0,0,0,0
"brand",5,0,46175,122.974007936508,25,0.6792,1,"cyan","cyan",0,0,0,0,0,0
"male",4811,0,4408,114.877182539683,2,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",9562,0,76809,300.179563492064,25,1,1,"red","cyan",2.27633668607729,11.959739490823,17.4040066777963,26.6430539157812,0,0
"female",2,0,13,17.8730158730159,0,1,1,"cyan","cyan",0,0,0,0,0,0
"male",347,0,11557,252.701785714286,4,1,1,"indeterminado","indeterminado",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"female",3271,0,94823,207.279662698413,39,1,1,"indeterminado","magenta",2.27633668607729,11.959739490823,17.4040066777963,4.32900432900433,9.91217063989962,17.3678116557314
"male",42721,0,166608,252.07371031746,61,0.6743,1,"indeterminado","blue",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"female",6383,0,7193,262.39751984127,3,1,1,"red","yellow",0,0,0,0,0,0
"male",2,0,2706,363.957638888889,1,1,1,"red","indeterminado",0,0,0,0,0,0
"male",6,0,93422,351.566666666667,27,1,1,"red","cyan",0,0,0,5.23415977961433,11.7942283563363,9.03126206098032
"female",933,0,6910,237.287896825397,3,1,1,"indeterminado","red",1.57049585318511,16.8146832445234,15.9432387312187,0,0,0
"female",779,0,875,124.512003968254,0,1,1,"cyan","cyan",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"female",14514,0,12442,147.272619047619,6,1,1,"red","red",2.45279689430034,12.2557726465364,13.1051752921536,0,0,0
"male",5840,0,9074,243.833928571429,3,1,1,"red","indeterminado",0,8.82178804026051,0,0,0,0
"male",3519,0,26234,341.404464285714,8,0.6517,1,"indeterminado","indeterminado",0,0,0,0,8.03011292346299,0
"male",1299,0,1664,102.09494047619,1,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,836529,121.950496031746,457,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",14,0,700,79.4509920634921,0,1,1,"indeterminado","red",0,0,0,0,0,0
"brand",2,0,47298,5.77093253968254,46,1,1,"cyan","cyan",1.23522145756132,0,3.83973288814691,0,0,0
"female",8221,0,6838,21.5643849206349,6,0.679,1,"cyan","cyan",0,0,0,7.59543486816214,0,0
"male",291,0,61480,169.536607142857,28,1,1,"red","indeterminado",0,0,0,0,0,0
"male",2995,0,14098,226.027380952381,6,1,1,"cyan","red",0,0,0,21.1727666273121,0,0
"female",17551,0,36361,195.148313492064,16,1,1,"cyan","cyan",0,0,0,0,3.88958594730238,3.8209185642609
"male",215,0,964,224.349206349206,0,1,1,"cyan","cyan",1.69401799894124,0,0,0,0,0
"male",3182,0,2313,187.021527777778,1,1,1,"cyan","cyan",0,0,4.29883138564274,0,0,0
"female",6345,0,1487,340.031646825397,0,1,1,"yellow","red",0,0,0,0,0,0
"brand",38,0,2597,146.444047619048,1,1,1,"red","blue",0,0,0,7.59543486816214,0,0
"male",2826,0,15718,341.33005952381,5,1,1,"red","indeterminado",0,5.32859680284192,5.71786310517529,0,0,0
"brand",1721,0,29650,170.797718253968,14,0.6554,1,"red","indeterminado",0,0,0,4.32900432900433,9.91217063989962,17.3678116557314
"female",705,0,1860,5.54563492063492,2,1,1,"cyan","cyan",0,0,0,0,0,0
"male",22011,0,27140,67.9820436507937,19,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,79491,70.0080357142857,54,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"male",3508,0,24764,216.734126984127,10,1,1,"indeterminado","cyan",0,0,0,4.64384100747737,13.4671685487244,17.2906213817059
"female",27908,0,14500,345.56746031746,4,1,1,"red","orange",0,5.32859680284192,5.71786310517529,0,14.8473442074446,17.6765727518333
"female",631,0,15319,26.2997023809524,13,1,1,"cyan","cyan",1.87047820716428,15.9265837773831,17.8213689482471,0,0,0
"male",58,0,659,115.679761904762,0,0.3388,1,"indeterminado","red",1.28815952002823,7.93368857312019,0,0,0,0
"male",2842,0,20357,271.120138888889,7,1,1,"cyan","cyan",0,0,0,0,0,0
"female",3591,0,7179,144.044841269841,4,1,1,"cyan","blue",0,0,0,5.43093270365998,0,0
"male",348,0,5564,218.461706349206,2,1,1,"red","indeterminado",0,0,0,0,0,0
"female",14181,1,75680,47.237003968254,58,1,1,"cyan","cyan",0,0,0,0,0,0
"male",2786,0,57187,323.733234126984,18,1,1,"blue","red",0,6.63114268798105,5.09181969949917,0,0,0
"brand",557,0,6800,106.40873015873,4,1,1,"green","cyan",0,0,0,0,0,0
"female",6174,0,6632,148.147916666667,3,1,1,"indeterminado","red",0,0,3.67278797996661,0,0,0
"female",149,0,103,68.8604166666667,0,1,1,"cyan","cyan",0,0,0,0,0,0
"male",306,0,9145,330.131547619048,3,0.656,1,"red","red",0,0,0,0,0,0
"male",1906,0,1701,225.438194444444,1,0.6296,1,"red","cyan",0,0,0,0,0,0
"male",58,0,5128,244.299900793651,2,1,1,"red","indeterminado",0,0,0,0,0,0
"female",2133,0,8307,54.2637896825397,6,1,1,"cyan","cyan",0,0,0,4.32900432900433,9.91217063989962,17.3678116557314
"male",466,0,10507,262.81755952381,4,1,1,"cyan","cyan",4.14681489324157,22.5577264653641,29.5075125208681,0,0,0
"male",126,0,8237,346.859523809524,2,1,1,"cyan","cyan",0,0,0,0,0,0
"female",3378,0,122665,311.362996031746,39,0.3521,1,"red","blue",0,0,0,0,0,0
"brand",23,2,105806,366.832936507937,30,0.6609,1,"red","cyan",0,0,0,4.13223140495868,0,0
"female",810,0,847,39.7078373015873,1,1,1,"indeterminado","red",0,0,0,0,0,0
"brand",24,0,953,153.733134920635,0,1,1,"cyan","cyan",1.21757543673902,0,0,23.4553325462416,16.9803429527394,9.57159397915863
"brand",9,0,14846,6.66121031746032,14,1,1,"indeterminado","indeterminado",0,0,0,30.9720582447855,4.89335006273526,4.36125048243921
"male",1,0,2033,28.6857142857143,2,1,1,"cyan","cyan",0,0,0,4.64384100747737,13.4671685487244,17.2906213817059
"male",35,0,23733,237.319543650794,9,0.3382,1,"indeterminado","red",0,0,0,0,0,0
"male",87124,0,72381,133.178968253968,38,1,1,"indeterminado","cyan",0,0,0,0,0,0
"brand",3,0,61900,5.61299603174603,61,0.6635,1,"cyan","cyan",1.23522145756132,0,3.83973288814691,0,0,0
"brand",8,0,76375,176.797817460317,34,1,1,"cyan","cyan",1.57049585318511,11.4860864416815,10.2253756260434,0,0,0
"brand",0,0,11085,29.1634920634921,9,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,36492,58.8938492063492,26,1,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"brand",33,1,731,159.719742063492,0,1,1,"cyan","cyan",0,0,0,30.9720582447855,15.2655792555416,15.4380548050946
"female",2598,0,7990,289.294246031746,3,1,1,"indeterminado","cyan",0,0,0,0,0,0
"female",3669,0,2584,341.12123015873,1,1,1,"indeterminado","blue",0,0,0,0,0,0
"female",86,0,116,4.39345238095238,0,1,1,"cyan","cyan",0,0,0,0,0,0
"male",215,0,998,294.143055555556,0,1,1,"cyan","cyan",0,0,0,0,4.47511501463823,6.59976842917792
"male",26880,0,51975,104.302083333333,30,1,1,"cyan","cyan",0,0,4.29883138564274,4.64384100747737,13.4671685487244,17.2906213817059
"female",5,0,36710,51.0045634920635,27,0.6582,1,"cyan","cyan",1.23522145756132,0,3.83973288814691,0,0,0
"brand",0,0,35494,297.141765873016,12,1,1,"red","red",0,0,0,0,0,0
"brand",941,0,11328,246.857242063492,4,1,1,"red","cyan",0,0,0,0,0,0
"female",275,0,3060,216.286706349206,1,1,1,"indeterminado","cyan",0,0,0,0,0,0
"male",131,0,553,3.76805555555556,1,0.6798,1,"cyan","cyan",1.87047820716428,10.5979869745411,12.1035058430718,9.79929161747343,4.89335006273526,4.36125048243921
"brand",0,0,39649,70.4130952380952,27,0.6769,1,"cyan","cyan",121.298747132522,0,0,0,0,0
"female",1680,0,7225,202.738591269841,3,1,1,"red","cyan",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"brand",0,0,60049,203.995238095238,25,1,1,"red","red",0,0,0,4.13223140495868,0,0
"female",66,0,950858,336.684722222222,285,1,1,"orange","red",0,0,0,0,0,0
"female",13,0,38327,4.88878968253968,38,1,1,"cyan","cyan",1.23522145756132,0,3.83973288814691,4.64384100747737,23.8393977415307,28.3674257043613
"female",805,0,5552,9.60079365079365,5,1,1,"cyan","cyan",0,0,0,0,0,0
"female",608,0,2842,113.843154761905,2,1,1,"cyan","cyan",0,0,0,0,0,0
"female",172,0,7818,363.436805555556,2,1,1,"magenta","red",0,0,0,4.64384100747737,13.4671685487244,17.2906213817059
"female",22877,0,34482,216.556646825397,14,1,1,"red","indeterminado",0,6.63114268798105,5.09181969949917,0,0,0
"male",283,0,945,62.2808531746032,1,1,1,"red","indeterminado",0,0,0,0,0,0
"female",3523,0,18133,147.297817460317,9,1,1,"indeterminado","red",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"male",15775,0,39016,192.650099206349,17,1,1,"red","cyan",0,6.63114268798105,5.09181969949917,0,0,0
"female",4615,0,101859,272.892956349206,35,1,1,"cyan","cyan",0,0,0,0,0,0
"brand",117,0,2183,259.448412698413,1,1,1,"blue","blue",0,0,0,21.1727666273121,0,0
"brand",94,0,2793,143.044345238095,1,0.6835,1,"cyan","cyan",0,0,0,0,0,0
"brand",302,0,18857,343.808234126984,6,0.554,1,"indeterminado","cyan",0,0,0,0,0,0
"female",893,0,12425,185.888095238095,5,1,1,"cyan","cyan",0,0,4.29883138564274,0,0,0
"brand",0,0,55014,79.002380952381,36,1,1,"cyan","indeterminado",1.21757543673902,0,0,21.1727666273121,0,0
"brand",0,0,114024,91.416369047619,70,1,1,"indeterminado","red",0,0,0,0,0,0
"brand",5517,1,7124,137.998908730159,4,0.672,1,"indeterminado","blue",0,0,0,0,0,0
"male",2457,0,13474,117.428075396825,7,1,1,"cyan","cyan",0,0,0,10.9405745769382,0,0
"brand",1,0,71438,4.37450396825397,71,1,1,"indeterminado","green",0,0,0,0,0,0
"brand",43,0,39317,178.34255952381,18,1,1,"indeterminado","red",1.34109758249515,6.69034931912374,0,0,0,0
"male",36,0,122,222.963095238095,0,1,1,"cyan","cyan",1.34109758249515,6.69034931912374,0,0,0,0
"brand",103,0,1331,75.5178571428571,1,1,1,"cyan","cyan",0,0,0,0,0,0
"female",237,0,3381,191.005257936508,1,1,1,"indeterminado","magenta",0,0,0,0,0,0
"male",789,0,2039,203.103571428571,1,1,1,"red","cyan",0,0,0,0,3.97323295692179,0
"female",6339,0,25108,323.354563492064,8,1,1,"red","cyan",0,4.32208407341622,0,0,0,0
"brand",3,0,1742,45.0430555555556,1,0.6795,1,"cyan","cyan",0,0,0,0,0,0
"brand",0,0,16449,115.422718253968,9,1,1,"cyan","cyan",0,0,0,21.1727666273121,0,0
"female",2790,0,48044,320.870833333333,15,1,1,"indeterminado","blue",0,0,0,0,0,0
"brand",1422,0,13095,271.405753968254,5,0.3583,1,"indeterminado","blue",0,0,0,0,0,0
"female",57689,0,40429,73.4217261904762,27,0.6708,1,"red","magenta",0,0,0,8.65800865800866,19.8243412797993,34.7356233114628
"male",5429,0,31838,228.870138888889,12,1,1,"red","cyan",2.27633668607729,11.959739490823,17.4040066777963,0,0,0
"female",495,0,1601,218.465575396825,1,1,1,"cyan","green",1.21757543673902,0,0,7.59543486816214,0,0
"brand",0,0,120,0.211011904761905,0,1,1,"indeterminado","green",0,0,0,0,0,0
"brand",15574,0,20397,354.580257936508,6,1,1,"indeterminado","indeterminado",0,0,0,0,0,0
"female",491,0,61818,331.590376984127,19,1,1,"magenta","blue",0,0,0,0,0,0
"brand",779,0,1890,210.46626984127,1,1,1,"red","red",1.87047820716428,10.5979869745411,12.1035058430718,0,0,0
"male",10344,0,27337,152.759920634921,13,1,1,"cyan","cyan",0,0,0,14.1282959464778,14.8055207026349,21.7290621381706
